序號,縣市,業者,品項,批號,有效日期,備註
889,彰化縣,福宸商行,福壽炸酥油 １８Ｌ,BL220526D,2027/05/21,
889,彰化縣,福宸商行,福壽炸酥油-18L,BL110426D,20270410,
889,彰化縣,福宸商行,福壽炸酥油-18L,BL150526D,20270514,延續前一列品項的批號/日期
889,彰化縣,福宸商行,福壽炸酥油-18L,BL220526D,20270521,延續前一列品項的批號/日期
890,彰化縣,福順發商行,益康大豆沙拉油 18L,20270411000408,2027.04.11,
890,彰化縣,福順發商行,益康大豆沙拉油 18L,20270528000408,2027/5/28,延續前一列品項的批號/日期
890,彰化縣,福順發商行,益康大豆沙拉油18L,20270522000408,2027/05/22,
890,彰化縣,福順發商行,益康大豆沙拉油(18L),20270420000408,2027/04/20,
891,彰化縣,劉權輝-源,福壽大豆沙拉油-18L,C2140426O,20270413,
891,彰化縣,劉權輝-源,福壽大豆沙拉油-18L,C2150526O,20270514,延續前一列品項的批號/日期
891,彰化縣,劉權輝-源,福壽大豆沙拉油-18L,C2240426O,20270423,延續前一列品項的批號/日期
891,彰化縣,劉權輝-源,福壽炸酥油-18L,BL130426D,20270412,
891,彰化縣,劉權輝-源,福壽炸酥油-18L,BL240426D,20270423,延續前一列品項的批號/日期
891,彰化縣,劉權輝-源,福壽香油-3L,BS220426L,20280419,
891,彰化縣,劉權輝-源,福壽香油-3L,BS270426L,20280419,延續前一列品項的批號/日期
892,彰化縣,劉O輝,沙拉油 18Ｌ(福壽),C2140426O,2027.04.13,
893,彰化縣,劉O輝-源,沙拉油 １８Ｌ,C2270526P,2027/05/26,
893,彰化縣,劉O輝-源,福壽炸酥油 １８Ｌ,BL260526D,2027/05/25,
894,彰化縣,潔香行,沙拉油-18L,20270521,20270521,
894,彰化縣,潔香行,沙拉油-18L(泰山),2027040901,2027.04.09,
894,彰化縣,潔香行,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
894,彰化縣,潔香行,益康烹調油(調合油),20270413000403,2027.04.13,
895,彰化縣,蔡金寶 (金寶畜牧場),散裝黃豆油(大豆油),315-1150413,2026/10/10,
896,彰化縣,蕭O虎,泰山花生風味調和油2L*6入,2027100901,2027.10.09,
897,彰化縣,聯華食品工業股份有限公司,㇐級黃豆油,202605221313,2026/5/22,
897,彰化縣,聯華食品工業股份有限公司,福壽香油-3L,BS180526L,20280428,
897,彰化縣,聯華食品工業股份有限公司,福壽香油-3L,BS270426L,20280419,延續前一列品項的批號/日期
898,彰化縣,聯華食品工業股份有限公司-彰化,㇐級黃豆油,202604091315,2026.10.04,
898,彰化縣,聯華食品工業股份有限公司-彰化,沙拉油-3Kg*6,20270410,20270410,
898,彰化縣,聯華食品工業股份有限公司-彰化,泰山大豆沙拉油0.6L*12入(新版),20270413,20270413,
898,彰化縣,聯華食品工業股份有限公司-彰化,泰山大豆沙拉油0.6L*12入(新版),2027041301,2027.04.13,延續前一列品項的批號/日期
898,彰化縣,聯華食品工業股份有限公司-彰化,泰山不飽和大豆沙拉油2.6L*6入(新版),20270413,20270413,
898,彰化縣,聯華食品工業股份有限公司-彰化,泰山不飽和調合油-5L*4,20271024,20271024,
898,彰化縣,聯華食品工業股份有限公司-彰化,泰山花生風味調和油2L*6入,2027.11.27,2027/11/27,
898,彰化縣,聯華食品工業股份有限公司-彰化,泰山花生風味調和油2L*6入,20271024,20271024,延續前一列品項的批號/日期
898,彰化縣,聯華食品工業股份有限公司-彰化,泰山花生風味調和油2L*6入,2027100901,2027.10.09,延續前一列品項的批號/日期
898,彰化縣,聯華食品工業股份有限公司-彰化,泰山特級歐式蔬菜調合油-0.5L*24,2027.07.25,2027/7/25,
900,彰化縣,寶珍香食品有限公司,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
900,彰化縣,寶珍香食品有限公司,㇐級黃豆油,202605251313,2026/5/25,延續前一列品項的批號/日期
901,南投縣,台灣卜蜂企業股份有限公司南投肉品加工廠,益康大豆沙拉油 18L,20270410000407,2027.04.10,
901,南投縣,台灣卜蜂企業股份有限公司南投肉品加工廠,益康大豆沙拉油 18L,20270527000408,2027/5/27,延續前一列品項的批號/日期
901,南投縣,台灣卜蜂企業股份有限公司南投肉品加工廠,益康大豆沙拉油18L,20270521000408,2027/05/21,
901,南投縣,台灣卜蜂企業股份有限公司南投肉品加工廠,益康大豆沙拉油(18L),20270414000408,2027/04/14,
901,南投縣,台灣卜蜂企業股份有限公司南投肉品加工廠,益康大豆沙拉油(18L),20270421000408,2027/04/21,延續前一列品項的批號/日期
902,南投縣,正昌油脂有限公司,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
903,南投縣,禾利商行,泰山不飽和大豆沙拉油2.6L*6入(新版),20270417,20270417,
904,南投縣,李世傳,福壽大豆沙拉油-3L,C1210426K,20270420,
904,南投縣,李世傳,福壽大豆沙拉油-18L,C2090426O,20270408,
904,南投縣,李世傳,福壽大豆沙拉油-18L,C2220426O,20270421,延續前一列品項的批號/日期
904,南投縣,李世傳,福壽炸酥油-18L,BL210426D,20270420,
905,南投縣,李O桂,沙拉油-18L,20270413,20270413,
905,南投縣,李O桂,黃金優選大豆沙拉油-3L*6,20270414,20270414,
906,南投縣,李O傳,沙拉油－塑桶 ３Ｌ (P*6)P*6,C1250526K,2027/05/24,
906,南投縣,李O傳,福壽大豆沙拉油-3L,C1210426K,20270420,
906,南投縣,李O傳,福壽大豆沙拉油-18L,C2090426O,20270408,
906,南投縣,李O傳,福壽大豆沙拉油-18L,C2220426O,20270421,延續前一列品項的批號/日期
906,南投縣,李O傳,福壽炸酥油-18L,BL210426D,20270420,
907,南投縣,李O龍,沙拉油-0.6L*12,20270410,20270410,
907,南投縣,李O龍,沙拉油-18L,20270413,20270413,
907,南投縣,李O龍,黃金優選大豆沙拉油-3L*6,20270414,20270414,
908,南投縣,良美有限公司,沙拉油 １８Ｌ,C2210526O,2027/05/20,
908,南投縣,良美有限公司,沙拉油 １８Ｌ,C2280526O,2027/05/27,延續前一列品項的批號/日期
908,南投縣,良美有限公司,泰山不飽和調合油-5L*4,20271024,20271024,
908,南投縣,良美有限公司,福壽大豆沙拉油-18L,C2210526O,20270520,
908,南投縣,良美有限公司,福壽炸酥油 １８Ｌ,BL200526D,2027/05/19,
908,南投縣,良美有限公司,福壽炸酥油 １８Ｌ,BL260526D,2027/05/25,延續前一列品項的批號/日期
908,南投縣,良美有限公司,福壽炸酥油-18L,BL200526D,20270519,
908,南投縣,良美有限公司,福壽香油-3L,BS180526L,20280428,
909,南投縣,良美商行,好味香油 ３Ｌ(P*6),BL030626L,2028/05/19,
909,南投縣,良美商行,沙拉油 18Ｌ(福壽),C2210426O,2027.04.20,
909,南投縣,良美商行,沙拉油－塑桶 ３Ｌ (P*6)P*6,C1250526K,2027/05/24,
909,南投縣,良美商行,福壽大豆沙拉油-18L,C2210426O,20270420,
909,南投縣,良美商行,福壽好味香油-3L,BL300426L,20280419,
909,南投縣,良美商行,福壽炸酥油-18L,BL200426D,20270419,
909,南投縣,良美商行,福壽炸酥油-18L,BL210426D,20270420,延續前一列品項的批號/日期
910,南投縣,良泰商行,益康大豆沙拉油(18L),20270421000408,2027/04/21,
911,南投縣,旺真久企業商行,沙拉油－塑桶 3L,C1160426K,2027.04.15,
911,南投縣,旺真久企業商行,健味香油 3L,BL150426L,2028.04.05,
911,南投縣,旺真久企業商行,福壽大豆沙拉油-3L,C1160426K,20270415,
911,南投縣,旺真久企業商行,福壽大豆沙拉油-3L,C1190526K,20270518,延續前一列品項的批號/日期
911,南投縣,旺真久企業商行,福壽健味香油-3L,BL130426L,20280402,
911,南投縣,旺真久企業商行,福壽健味香油-3L,BL150426L,20280405,延續前一列品項的批號/日期
912,南投縣,金峰榮商行,沙拉油 １８Ｌ,C2220526O,2027/05/21,
912,南投縣,金峰榮商行,花生風味精華調合油-2L,BL100426F,20280108,
912,南投縣,金峰榮商行,福壽大豆沙拉油-18L,C2100426O,20270409,
912,南投縣,金峰榮商行,福壽炸酥油-18L,BL090426D,20270408,
913,南投縣,金福華,原油,315-1150404,115.9.30,
914,南投縣,金福華企業股份有限公司,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
914,南投縣,金福華企業股份有限公司,㇐級黃豆油,1150410,20270409,延續前一列品項的批號/日期
915,南投縣,俊統食品有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),20270417,20270417,
915,南投縣,俊統食品有限公司,泰山不飽和調合油-1.5L*6,20271017,20271017,
915,南投縣,俊統食品有限公司,泰山不飽和調合油-2L*6,20271017,20271017,
915,南投縣,俊統食品有限公司,泰山不飽和調合油-5L*4,20271024,20271024,
915,南投縣,俊統食品有限公司,泰山花生風味調和油2L*6入,2027100901,2027.10.09,
915,南投縣,俊統食品有限公司,泰山精選蔬菜油-3L*6,20270725.g,20270725,
916,南投縣,春滿福食材有限公司,沙拉油 １８Ｌ,C2270526O,2027/05/26,
916,南投縣,春滿福食材有限公司,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,
916,南投縣,春滿福食材有限公司,福壽炸酥油-18L,BL170426D,20270416,
917,南投縣,美食家食材通路股份有限公司,益康烹調油(調合油)18L,20270522000403,2027/05/22,
918,南投縣,高慶泉股份有限公司,益康大豆沙拉油 18KG,20270526000408,2027/5/26,
919,南投縣,凰淋食品行,福壽大豆沙拉油-18L,C2090426O,20270408,
919,南投縣,凰淋食品行,沙拉油 18Ｌ(福壽),C2160426O,2027.04.15,
919,南投縣,凰淋食品行,香油－Ａ ３Ｌ,BS100626L,2028/06/03,
919,南投縣,凰淋食品行,益康大豆沙拉油 18L,20270411000408,2027.04.11,
919,南投縣,凰淋食品行,益康大豆沙拉油 18L,20270525000408,2027/5/25,延續前一列品項的批號/日期
919,南投縣,凰淋食品行,益康大豆沙拉油 18L,20270528000408,2027/5/28,延續前一列品項的批號/日期
919,南投縣,凰淋食品行,益康大豆沙拉油18L,20270525000408,2027/05/25,
919,南投縣,凰淋食品行,益康大豆沙拉油(18L),20270414000408,2027/04/14,
919,南投縣,凰淋食品行,益康大豆沙拉油(18L),20270421000408,2027/04/21,延續前一列品項的批號/日期
919,南投縣,凰淋食品行,益康烹調油(調合油)18L,20270522000403,2027/05/22,
919,南投縣,凰淋食品行,益康烹調油(調合油)(18L),20270416000403,2027/04/16,
919,南投縣,凰淋食品行,健味香油 3L,BL150426L,2028.04.05,
919,南投縣,凰淋食品行,健味香油 3L,C2160426O,20270415,延續前一列品項的批號/日期
919,南投縣,凰淋食品行,健味香油 3L,C2200526O,20270519,延續前一列品項的批號/日期
919,南投縣,凰淋食品行,福壽炸酥油-18L,BL170426D,20270416,
919,南投縣,凰淋食品行,福壽炸酥油-18L,BL180526D,20270517,延續前一列品項的批號/日期
919,南投縣,凰淋食品行,福壽健味香油-3L,BL150426L,20280405,
919,南投縣,凰淋食品行,福壽健味香油-3L,BL190526L,20280428,延續前一列品項的批號/日期
919,南投縣,凰淋食品行,福壽辣椒油-3L,BL140426F,20280408,
919,南投縣,凰淋食品行,福壽辣椒油-3L,BL150426F,20280408,延續前一列品項的批號/日期
921,南投縣,都源國際有限公司,益康大豆沙拉油18L,20270521000408,2027/05/21,
921,南投縣,都源國際有限公司,益康大豆沙拉油(18L),20270420000408,2027/04/20,
921,南投縣,都源國際有限公司,益康烹調油(調合油),20270414000403,2027.04.14,
922,南投縣,游O良,泰山不飽和大豆沙拉油2.6L*6入(新版),2027040901,2027.04.09,
923,南投縣,華南食品工業(股)公司,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
923,南投縣,華南食品工業(股)公司,㇐級黃豆油,202604091315,2026.10.04,延續前一列品項的批號/日期
923,南投縣,華南食品工業(股)公司,㇐級黃豆油,202605221313,2026/5/22,延續前一列品項的批號/日期
924,南投縣,源泉企業行,福壽大豆沙拉油-3L,C1210426K,20270420,
924,南投縣,源泉企業行,福壽大豆沙拉油-3L,C1220426K,20270421,延續前一列品項的批號/日期
924,南投縣,源泉企業行,福壽大豆沙拉油-18L,C2230426O,20270422,
924,南投縣,源泉企業行,福壽炸酥油-18L,BL220426D,20270421,
925,南投縣,嘉和便當,沙拉油-18L,20270413,20270413,
926,南投縣,嘉晉數位有限公司,福壽大豆沙拉油-600CC,C1220426A,20270421,
927,南投縣,潘O潔,福壽大豆沙拉油-3L,C1180526K,20270517,
927,南投縣,潘O潔,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,
927,南投縣,潘O潔,福壽香油-3L,BS270426L,20280419,
928,雲林縣,㇐品食品行,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
928,雲林縣,㇐品食品行,㇐級黃豆油,202605221313,2026/5/22,延續前一列品項的批號/日期
929,雲林縣,二崙正宏商行,沙拉油-18L,20270416,20270416,
930,雲林縣,久代食品加工廠,㇐級黃豆油(散),202604151314,2026/10/10,
931,雲林縣,久代食品有限公司,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
931,雲林縣,久代食品有限公司,㇐級黃豆油,,2026/10/13,延續前一列品項的批號/日期
931,雲林縣,久代食品有限公司,㇐級黃豆油,202605201313,2026/5/20,延續前一列品項的批號/日期
932,雲林縣,久代商行,益康大豆沙拉油 18L,20270410000407,2027.04.10,
932,雲林縣,久代商行,益康大豆沙拉油 18L,20270528000408,2027/5/28,延續前一列品項的批號/日期
933,雲林縣,大安農產加工廠,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
933,雲林縣,大安農產加工廠,㇐級黃豆油,202605221313,2026/5/22,延續前一列品項的批號/日期
934,雲林縣,中華民國養豬合作社聯合社飼料廠,散裝黃豆油(大豆油),315-1150413,2026/10/10,
935,雲林縣,天下糧倉食品原料有限公司,福壽大豆沙拉油-3L,C1210426K,20270420,
935,雲林縣,天下糧倉食品原料有限公司,福壽大豆沙拉油-18L,C2230426O,20270422,
935,雲林縣,天下糧倉食品原料有限公司,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,
935,雲林縣,天下糧倉食品原料有限公司,福壽炸酥油-18L,BL210426D,20270420,
935,雲林縣,天下糧倉食品原料有限公司,福壽香油-3L,BS050526L,20280419,
935,雲林縣,天下糧倉食品原料有限公司,福壽香油-3L,BS270426L,20280419,延續前一列品項的批號/日期
936,雲林縣,王建智畜牧場,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
937,雲林縣,王O三,㇐級黃豆油(散),202604091318,2026/10/06,
938,雲林縣,正純食品有限公司,散裝黃豆油(大豆油),2028051208,-,
939,雲林縣,玉品實業有限公司,㇐級黃豆油,202604081315,2026.10.04,
939,雲林縣,玉品實業有限公司,㇐級黃豆油,202605251313,2026/5/25,延續前一列品項的批號/日期
940,雲林縣,甲億食品有限公司,福壽大豆沙拉油-3L,C1210426K,20270420,
940,雲林縣,甲億食品有限公司,福壽胡麻油-3L,BL200426L,20280210,
940,雲林縣,甲億食品有限公司,福壽香油-3L,BS150526L,20280428,
940,雲林縣,甲億食品有限公司,福壽健味香油-3L,BL080526L,20280428,
941,雲林縣,丞億貿易,㇐級黃豆油,1150408,20270407,
941,雲林縣,丞億貿易,㇐級黃豆油,1150413,20270412,延續前一列品項的批號/日期
942,雲林縣,丞億貿易有限公司,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
942,雲林縣,丞億貿易有限公司,㇐級黃豆油,,2026/10/13,延續前一列品項的批號/日期
942,雲林縣,丞億貿易有限公司,㇐級黃豆油,202604081315,2026.10.04,延續前一列品項的批號/日期
942,雲林縣,丞億貿易有限公司,㇐級黃豆油(福懋),202605181315,2026/11/10,
942,雲林縣,丞億貿易有限公司,散裝黃豆油(大豆油),315-1150510,2026/11/6,
943,雲林縣,多吉師食品有限公司,㇐級黃豆油,202604081315,2026.10.04,
943,雲林縣,多吉師食品有限公司,散裝黃豆油(大豆油),313-1150408,2026/10/5,
944,雲林縣,好樂迪雲林斗六店,金酥耐炸油-18L,20270414,20270414,
945,雲林縣,宇和實業有限公司,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
946,雲林縣,李O利,㇐級黃豆油(散),202604141314,2026/10/10,
947,雲林縣,李O義,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
948,雲林縣,良泉企業醬油食品工廠,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
948,雲林縣,良泉企業醬油食品工廠,㇐級黃豆油,202605211313,2026/5/21,延續前一列品項的批號/日期
949,雲林縣,亞瑪薩-北港,泰山大豆沙拉油0.6L*12入(新版),20270422,20270422,
950,雲林縣,周O敏,㇐級黃豆油(福懋),202605191315,2026/11/10,
951,雲林縣,味王股份有限公司,益康大豆沙拉油 18KG,20270413000408,2027.04.13,
951,雲林縣,味王股份有限公司,益康大豆沙拉油 18KG,20270526000408,2027/5/26,延續前一列品項的批號/日期
952,雲林縣,味全食品工,㇐級黃豆油,1150413,20270412,
953,雲林縣,味全食品工業股份有限公司,㇐級黃豆油,315-1150404,115.9.30,
954,雲林縣,尚益素食行,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
955,雲林縣,松鼎,原油,315-1150404,115.9.30,
956,雲林縣,林 O 林,散裝黃豆油(大豆油),315-1150510,2026/11/6,
957,雲林縣,林松藤 (林松藤畜牧場),散裝黃豆油(大豆油),313-1150408,2026/10/5,
957,雲林縣,林松藤 (林松藤畜牧場),散裝黃豆油(大豆油),315-1150413,2026/10/10,延續前一列品項的批號/日期
958,雲林縣,林松藤畜牧場,散裝黃豆油(大豆油),314-1150410,2026/10/7,資料列跨頁，序號/業者/品項由座標重組(請人工複核)
958,雲林縣,林松藤畜牧場,散裝黃豆油(大豆油),318-1150406,2026/10/3,延續前一列品項的批號/日期
959,雲林縣,林家香食品有限公司,㇐級黃豆油,202605221313,2026/5/22,
960,雲林縣,林O田,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
961,雲林縣,林O全,㇐級黃豆油,202605211313,2026/5/21,
962,雲林縣,林O安,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
963,雲林縣,林O俊,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
963,雲林縣,林O俊,㇐級黃豆油,202605201313,2026/5/20,延續前一列品項的批號/日期
964,雲林縣,林O政,㇐級黃豆油,202604091315,2026.10.04,
965,雲林縣,林O國,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
966,雲林縣,林O隆,㇐級黃豆油,202604091315,2026.10.04,
967,雲林縣,保證責任雲林縣土庫養豬生產合作社,散裝黃豆油(大豆油),313-1150408,2026/10/5,
968,雲林縣,南亞塑膠工業股份有限公司,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
968,雲林縣,南亞塑膠工業股份有限公司,㇐級黃豆油,,2026/10/13,延續前一列品項的批號/日期
968,雲林縣,南亞塑膠工業股份有限公司,㇐級黃豆油,202604081315,2026.10.04,延續前一列品項的批號/日期
968,雲林縣,南亞塑膠工業股份有限公司,㇐級黃豆油(散),202604151314,2026/10/10,
968,雲林縣,南亞塑膠工業股份有限公司,㇐級黃豆油(散),202604161314,2026/10/10,延續前一列品項的批號/日期
969,雲林縣,南門食品原料有限公司,沙拉油 18Ｌ(福壽),C2150426P,2027.04.14,
969,雲林縣,南門食品原料有限公司,沙拉油 １８Ｌ,C2210526O,2027/05/20,
969,雲林縣,南門食品原料有限公司,福壽大豆沙拉油-18L,C2140426O,20270413,
969,雲林縣,南門食品原料有限公司,福壽大豆沙拉油-18L,C2150426P,20270414,延續前一列品項的批號/日期
969,雲林縣,南門食品原料有限公司,福壽大豆沙拉油-18L,C2150526O,20270514,延續前一列品項的批號/日期
969,雲林縣,南門食品原料有限公司,福壽大豆沙拉油-18L,C2210526O,20270520,延續前一列品項的批號/日期
969,雲林縣,南門食品原料有限公司,福壽大豆沙拉油-18L,C2220426O,20270421,延續前一列品項的批號/日期
969,雲林縣,南門食品原料有限公司,福壽大豆沙拉油-18L,C2230426O,20270422,延續前一列品項的批號/日期
969,雲林縣,南門食品原料有限公司,福壽炸酥油 １８Ｌ,BL200526D,2027/05/19,
969,雲林縣,南門食品原料有限公司,福壽炸酥油-18L,BL150426D,20270414,
969,雲林縣,南門食品原料有限公司,福壽炸酥油-18L,BL200526D,20270519,延續前一列品項的批號/日期
969,雲林縣,南門食品原料有限公司,福壽炸酥油-18L,BL210426D,20270420,延續前一列品項的批號/日期
969,雲林縣,南門食品原料有限公司,福壽香油-3L,BS220426L,20280419,
970,雲林縣,展欣農產有限公司,益康大豆沙拉油 18KG,20270526000408,2027/5/26,
970,雲林縣,展欣農產有限公司,益康大豆沙拉油(18KG),20270416000408,2027/04/16,
970,雲林縣,展欣農產有限公司,益康烹調油(調合油)(18L),20270416000403,2027/04/16,
971,雲林縣,峰妙商行,㇐級黃豆油,202604091315,2026.10.04,
972,雲林縣,泰衍企業有限公司,沙拉油(泰山),313-1150512,-,
972,雲林縣,泰衍企業有限公司,散裝黃豆油(大豆油),315-1150510,2026/11/6,
973,雲林縣,素直食品有限公司,㇐級黃豆油(福懋),202605191315,2026/11/10,
974,雲林縣,唯軒食品企業有限公司,益康大豆沙拉油(18KG),20270416000408,2027/04/16,
975,雲林縣,培成麵筋店,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
975,雲林縣,培成麵筋店,㇐級黃豆油,202605251313,2026/5/25,延續前一列品項的批號/日期
976,雲林縣,張O斗,益康大豆沙拉油18L,20270522000408,2027/05/22,
977,雲林縣,張O發,㇐級黃豆油,202604091315,2026.10.04,
977,雲林縣,張O發,㇐級黃豆油,202605201313,2026/5/20,延續前一列品項的批號/日期
977,雲林縣,張O發,㇐級黃豆油(散),202604141314,2026/10/10,
978,雲林縣,旌豐食品行,胡麻油 １８ｋｇ,BL250526F,2028/03/24,
979,雲林縣,梅景食品股份有限公司,沙拉油 １８Ｌ,C2280526O,2027/05/27,
979,雲林縣,梅景食品股份有限公司,福壽大豆沙拉油-18L,C2150526O,20270514,
979,雲林縣,梅景食品股份有限公司,福壽大豆沙拉油-18L,C2200526O,20270519,延續前一列品項的批號/日期
979,雲林縣,梅景食品股份有限公司,福壽炸酥油 １８Ｌ,BL260526D,2027/05/25,
979,雲林縣,梅景食品股份有限公司,福壽炸酥油-18L,BL190526D,20270518,
980,雲林縣,陳O真,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
981,雲林縣,頂呱呱國際股份有限公司,益康大豆沙拉油(18KG),20270416000408,2027/04/16,
982,雲林縣,富源成食品工業有限公司,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
982,雲林縣,富源成食品工業有限公司,㇐級黃豆油,,2026/10/13,延續前一列品項的批號/日期
982,雲林縣,富源成食品工業有限公司,㇐級黃豆油,202605221313,2026/5/22,延續前一列品項的批號/日期
983,雲林縣,順成油廠,㇐級黃豆油(福懋),202605191315,2026/11/10,
984,雲林縣,楊O量,㇐級黃豆油(福懋),202605191315,2026/11/10,
985,雲林縣,誠泰食品有限公司,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
985,雲林縣,誠泰食品有限公司,㇐級黃豆油,202604101315,2026.10.04,延續前一列品項的批號/日期
985,雲林縣,誠泰食品有限公司,㇐級黃豆油,202605251313,2026/5/25,延續前一列品項的批號/日期
985,雲林縣,誠泰食品有限公司,㇐級黃豆油(福懋),202605191315,2026/11/10,
986,雲林縣,嘉盛農產行-門市,沙拉油-0.6L*12,20270416,20270416,
986,雲林縣,嘉盛農產行-門市,泰山大豆沙拉油0.6L*12入(新版),20270422,20270422,
986,雲林縣,嘉盛農產行-門市,泰山不飽和大豆沙拉油2.6L*6入(新版),2027040901,2027.04.09,
986,雲林縣,嘉盛農產行-門市,泰山特級歐式蔬菜調合油-0.5L*24,2027.07.25,2027/7/25,
986,雲林縣,嘉盛農產行-門市,泰山特級歐式蔬菜調合油-2L*6,20270725.k,20270725,
986,雲林縣,嘉盛農產行-門市,泰山精選蔬菜油-1.5L*6,20270725.i,20270725,
987,雲林縣,廖O昌,益康大豆沙拉油 18L,20270528000408,2027/5/28,
987,雲林縣,廖O昌,益康大豆沙拉油(18L),20270421000408,2027/04/21,
988,雲林縣,廖O盛,㇐級黃豆油,202604081315,2026.10.04,
988,雲林縣,廖O盛,㇐級黃豆油(散),202604151314,2026/10/10,
989,雲林縣,榮祺食品工業股份有限公司,福壽大豆沙拉油-18L,C2150526O,20270514,
990,雲林縣,漢典食品股份有限公司,好味香油 ３Ｌ(P*6),BL030626L,2028/05/19,
990,雲林縣,漢典食品股份有限公司,花生風味精華調合油-2L,BL100426F,20280108,
990,雲林縣,漢典食品股份有限公司,花生風味精華調合油-2L,BL130426F,20280108,延續前一列品項的批號/日期
991,雲林縣,福懋興業股份有限公司職工福利委員會,環保鐵桶沙拉油-18Kg,20270525,20270525,
991,雲林縣,福懋興業股份有限公司職工福利委員會,環保鐵桶沙拉油-18Kg,2027040901,2027.04.09,延續前一列品項的批號/日期
992,雲林縣,劉O城,㇐級黃豆油,2.02604e+11,2026/10/8,資料列跨頁，序號/業者/品項由座標重組(請人工複核)；原資料以科學記號紀載，無從判定油品序號
992,雲林縣,劉O城,㇐級黃豆油,202605211313,2026/5/21,延續前一列品項的批號/日期
993,雲林縣,憶霖紀文股份有限公司,福壽香油-3L,BS060526L,20280428,
994,雲林縣,樺頻商行,沙拉油-18L,20270413,20270413,
994,雲林縣,樺頻商行,沙拉油-18L,20270522,20270522,延續前一列品項的批號/日期
994,雲林縣,樺頻商行,沙拉油-18L(泰山),2027040901,2027.04.09,
994,雲林縣,樺頻商行,金酥耐炸油-18L,20270414,20270414,
994,雲林縣,樺頻商行,益康大豆沙拉油 18L,20270411000408,2027.04.11,
994,雲林縣,樺頻商行,益康大豆沙拉油(18L),20270413000408,2027/04/13,
994,雲林縣,樺頻商行,黃金優選大豆沙拉油-3L*6,20270416,20270416,
994,雲林縣,樺頻商行,黃金優選大豆沙拉油-3L*6,20270417,20270417,延續前一列品項的批號/日期
995,雲林縣,濃鑫行,泰山花生風味調和油2L*6入,2027100901,2027.10.09,
995,雲林縣,濃鑫行,泰山特級歐式蔬菜調合油-0.5L*24,2027.07.25,2027/7/25,
995,雲林縣,濃鑫行,泰山精選蔬菜油-1.5L*6,20270725.i,20270725,
996,雲林縣,寶新行,㇐級黃豆油(散),202604091318,2026/10/06,
997,雲林縣,寶龍 送二崙,散裝黃豆油(大豆油),314-1150410,2026/10/7,
998,嘉義市,057瓦城-嘉義三越店,沙拉油-18L,20270413,20270413,
999,嘉義市,104瓦城-嘉義秀泰店,沙拉油-18L,20270413,20270413,
999,嘉義市,104瓦城-嘉義秀泰店,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
1000,嘉義市,李O賢,福壽大豆沙拉油-18L,C2150526O,20270514,
1000,嘉義市,李O賢,福壽炸酥油-18L,BL150526D,20270514,
1001,嘉義市,林O銘,益康大豆沙拉油(18L),20270413000408,2027/04/13,
1002,嘉義市,海寶企業有限公司,福壽香油-3L,BS150526L,20280428,
1002,嘉義市,海寶企業有限公司,福壽香油-3L,BS180526L,20280428,延續前一列品項的批號/日期
1003,嘉義市,海寶粉行,沙拉油 18Ｌ(福壽),C2150426O,2027.04.14,
